source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,target_type,target_unit,target_data_type,transformation_rule
bbadj6,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
dosebbv12,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,continuous_variable,percent,float,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
bb_at_v6,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
v12bb,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
bb_at_v1,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
dosebbv6,beta-blockers,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,continuous_variable,percent,float,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
e_a,ea,40762222,40762222,loinc:59129-7,left ventricular e-wave/a-wave by us,loinc:59129-7,left ventricular e-wave/a-wave by us,measurement,exact match,baseline time,baseline time,qualitative_variable,,str,continuous_variable,,float,Transformation rule not defined
e_a_18,ea,40762222,40762222,loinc:59129-7,left ventricular e-wave/a-wave by us,loinc:59129-7,left ventricular e-wave/a-wave by us,measurement,exact match,baseline time,baseline time,qualitative_variable,,str,continuous_variable,,float,Transformation rule not defined
e_a_12,ea,40762222,40762222,loinc:59129-7,left ventricular e-wave/a-wave by us,loinc:59129-7,left ventricular e-wave/a-wave by us,measurement,exact match,baseline time,baseline time,qualitative_variable,,str,continuous_variable,,float,Transformation rule not defined
hba1c,fasting hba1c,42869630,42869630,loinc:71875-9,hemoglobin a1c/hemoglobin.total [pure mass fraction] in blood,loinc:71875-9,hemoglobin a1c/hemoglobin.total [pure mass fraction] in blood,measurement,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,percent,float,"For harmonization, no transformation required."
alt,alat,46235106,46235106,loinc:76625-3,alanine aminotransferase [enzymatic activity/volume] in blood,loinc:76625-3,alanine aminotransferase [enzymatic activity/volume] in blood,measurement,exact match,baseline time,baseline time,continuous_variable,international unit per liter,float,continuous_variable,unit per liter,float,Unit conversion required (RQ dependent)
gender,sex,46235213,46235213,loinc:76689-9,sex assigned at birth,loinc:76689-9,sex assigned at birth,person,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
bmi,bmi (derived),3038553,3038553,loinc:39156-5,Body mass index (bmi) [ratio],loinc:39156-5,Body mass index (bmi) [ratio],,derived match,baseline time,baseline time,continuous_variable,kilogram per square meter,float,,,,Transformation Not applicable (invalid statistical type)
egfr_cg_bl,egfr (derived),37169169,37169169,snomed:1556501000000100,Estimated creatinine clearance calculated using actual body weight Cockcroft-Gault formula,snomed:1556501000000100,Estimated creatinine clearance calculated using actual body weight Cockcroft-Gault formula,,derived match,baseline time,baseline time,continuous_variable,milliliter per minute per 1.73 square meter,float,,,,Transformation Not applicable (invalid statistical type)
copd01,copd,255573,255573,snomed:13645005,chronic obstructive lung disease,snomed:13645005,chronic obstructive pulmonary disease,condition_occurrence|observation,cross domain exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
copd,copd,255573,255573,snomed:13645005,chronic obstructive lung disease,snomed:13645005,chronic obstructive pulmonary disease,condition_occurrence|observation,cross domain exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization, convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question"
stopyears,smoking,761009,761009,snomed:1311000175101,smoking assessment,snomed:1311000175101,smoking assessment,condition_occurrence|measurement,cross domain exact match,baseline time,baseline time,continuous_variable,year,int,multi_class_variable,,str,"For harmonization, you may discretize continuous variables into categorical classes, but only when the resulting information loss is acceptable for the research question. Represent each clinical domain with two elements: 1Presence/absence flag:a binary indicator showing whether an event exists, 2) Event category: a categorical field specifying which event occurred (e.g., which condition, which procedure, which device etc)."
smoking,smoking,761009,761009,snomed:1311000175101,smoking assessment,snomed:1311000175101,smoking assessment,condition_occurrence|measurement,cross domain exact match,baseline time,baseline time,multi_class_variable,,int,multi_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
dosespirov1,potassium sparing diuretics,970250,21601532,rxnorm:9997,spironolactone,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirov3,potassium sparing diuretics,970250,21601532,rxnorm:9997,spironolactone,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirobl,potassium sparing diuretics,970250,21601532,rxnorm:9997,spironolactone,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
spiroadjbl,potassium sparing diuretics,970250,21601532,rxnorm:9997,spironolactone,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroadj3,potassium sparing diuretics,970250,21601532,rxnorm:9997,spironolactone,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
dosespirov18,potassium sparing diuretics,970250,21601532,rxnorm:9997,spironolactone,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
spiroadj1,potassium sparing diuretics,970250,21601532,rxnorm:9997,spironolactone,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroadj6,potassium sparing diuretics,970250,21601532,rxnorm:9997,spironolactone,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroadj12,potassium sparing diuretics,970250,21601532,rxnorm:9997,spironolactone,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
dosespirov6,potassium sparing diuretics,970250,21601532,rxnorm:9997,spironolactone,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirov12,potassium sparing diuretics,970250,21601532,rxnorm:9997,spironolactone,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirov1,aldosterone receptor antagonists,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirov3,aldosterone receptor antagonists,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirobl,aldosterone receptor antagonists,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
spiroadjbl,aldosterone receptor antagonists,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroadj3,aldosterone receptor antagonists,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
dosespirov18,aldosterone receptor antagonists,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
spiroadj1,aldosterone receptor antagonists,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroadj6,aldosterone receptor antagonists,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroadj12,aldosterone receptor antagonists,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
dosespirov6,aldosterone receptor antagonists,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirov12,aldosterone receptor antagonists,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
glucose,fasting glycemia,3020491,4182052,loinc:15074-8,glucose [moles/volume] in blood,loinc52302001,"glucose measurement, fasting",measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,continuous_variable,millimole per liter,float,"For harmonization, no transformation required."
v18spiro,potassium sparing diuretics,21601533,21601532,atc:c03da,aldosterone antagonists,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroat_v12,potassium sparing diuretics,21601533,21601532,atc:c03da,aldosterone antagonists,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
v6spiro,potassium sparing diuretics,21601533,21601532,atc:c03da,aldosterone antagonists,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
blspiro,potassium sparing diuretics,21601533,21601532,atc:c03da,aldosterone antagonists,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroat_v1,potassium sparing diuretics,21601533,21601532,atc:c03da,aldosterone antagonists,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
spiroat_v6,potassium sparing diuretics,21601533,21601532,atc:c03da,aldosterone antagonists,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
spiroat_bl,potassium sparing diuretics,21601533,21601532,atc:c03da,aldosterone antagonists,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
v1spiro,potassium sparing diuretics,21601533,21601532,atc:c03da,aldosterone antagonists,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
v3spiro,potassium sparing diuretics,21601533,21601532,atc:c03da,aldosterone antagonists,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroat_v3,potassium sparing diuretics,21601533,21601532,atc:c03da,aldosterone antagonists,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
v12spiro,potassium sparing diuretics,21601533,21601532,atc:c03da,aldosterone antagonists,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroat_v18,potassium sparing diuretics,21601533,21601532,atc:c03da,aldosterone antagonists,atc:c03d,aldosterone antagonists and other potassium-sparing agents,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
nbnp,nt-probnp,3029187,3029435,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:41995-2,natriuretic peptide.b prohormone n-terminal [moles/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,nanogram per liter,float,Unit conversion required (RQ dependent)
bnp12,nt-probnp,3029187,3029435,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:41995-2,natriuretic peptide.b prohormone n-terminal [moles/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,nanogram per liter,float,Unit conversion required (RQ dependent)
bnp6,nt-probnp,3029187,3029435,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:41995-2,natriuretic peptide.b prohormone n-terminal [moles/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,nanogram per liter,float,Unit conversion required (RQ dependent)
bnp1,nt-probnp,3029187,3029435,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:41995-2,natriuretic peptide.b prohormone n-terminal [moles/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,nanogram per liter,float,Unit conversion required (RQ dependent)
bnp18,nt-probnp,3029187,3029435,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:41995-2,natriuretic peptide.b prohormone n-terminal [moles/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,nanogram per liter,float,Unit conversion required (RQ dependent)
bnp3,nt-probnp,3029187,3029435,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:41995-2,natriuretic peptide.b prohormone n-terminal [moles/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,nanogram per liter,float,Unit conversion required (RQ dependent)
e,e,21494314,37065791,loinc:80070-6,mitral valve maximum e-wave velocity by us.doppler,loinc:lp99769-9,blood flow velocity e-wave,measurement,semantic match,baseline time,baseline time,continuous_variable,centimeter per second,int,continuous_variable,centimeter per second,float,"For harmonization, no transformation required."
e_18,e,21494314,37065791,loinc:80070-6,mitral valve maximum e-wave velocity by us.doppler,loinc:lp99769-9,blood flow velocity e-wave,measurement,semantic match,baseline time,baseline time,continuous_variable,centimeter per second,int,continuous_variable,centimeter per second,float,"For harmonization, no transformation required."
e_12,e,21494314,37065791,loinc:80070-6,mitral valve maximum e-wave velocity by us.doppler,loinc:lp99769-9,blood flow velocity e-wave,measurement,semantic match,baseline time,baseline time,continuous_variable,centimeter per second,int,continuous_variable,centimeter per second,float,"For harmonization, no transformation required."
lvedd_18,lvedd,3014260,37047549,loinc:29436-3,left ventricular internal diameter minor axis diastole by us,loinc:lp201909-1,diameter at end diastole,measurement,semantic match,baseline time,baseline time,continuous_variable,millimeter,int,continuous_variable,millimeter,float,"For harmonization, no transformation required."
lvedd_12,lvedd,3014260,37047549,loinc:29436-3,left ventricular internal diameter minor axis diastole by us,loinc:lp201909-1,diameter at end diastole,measurement,semantic match,baseline time,baseline time,continuous_variable,millimeter,int,continuous_variable,millimeter,float,"For harmonization, no transformation required."
lvedd,lvedd,3014260,37047549,loinc:29436-3,left ventricular internal diameter minor axis diastole by us,loinc:lp201909-1,diameter at end diastole,measurement,semantic match,baseline time,baseline time,continuous_variable,millimeter,int,continuous_variable,millimeter,float,"For harmonization, no transformation required."
v6tora,loop diuretics,942350,21601517,rxnorm:38413,torsemide,atc:c03ca,"""sulfonamides, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
dosetorav18,loop diuretics,942350,21601517,rxnorm:38413,torsemide,atc:c03ca,"""sulfonamides, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosetorav12,loop diuretics,942350,21601517,rxnorm:38413,torsemide,atc:c03ca,"""sulfonamides, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosetorav6,loop diuretics,942350,21601517,rxnorm:38413,torsemide,atc:c03ca,"""sulfonamides, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosetorav1,loop diuretics,942350,21601517,rxnorm:38413,torsemide,atc:c03ca,"""sulfonamides, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
v3tora,loop diuretics,942350,21601517,rxnorm:38413,torsemide,atc:c03ca,"""sulfonamides, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
v1tora,loop diuretics,942350,21601517,rxnorm:38413,torsemide,atc:c03ca,"""sulfonamides, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
v18tora,loop diuretics,942350,21601517,rxnorm:38413,torsemide,atc:c03ca,"""sulfonamides, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
bltora,loop diuretics,942350,21601517,rxnorm:38413,torsemide,atc:c03ca,"""sulfonamides, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
dosetorav3,loop diuretics,942350,21601517,rxnorm:38413,torsemide,atc:c03ca,"""sulfonamides, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
v12tora,loop diuretics,942350,21601517,rxnorm:38413,torsemide,atc:c03ca,"""sulfonamides, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
dosetorabl,loop diuretics,942350,21601517,rxnorm:38413,torsemide,atc:c03ca,"""sulfonamides, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
tdielat_18,late',2000000019,37066259,icare:icv2000000019,"e lateral,doppler ultrasonography of heart tissue",loinc:lp408103-2,tissue velocity.e-wave.max | mitral valve lateral annulus | cardiac ultrasound,measurement,semantic match,baseline time,baseline time,continuous_variable,,float,continuous_variable,centimeter per second,float,"For harmonization, no transformation required."
tdielat,late',2000000019,37066259,icare:icv2000000019,"e lateral,doppler ultrasonography of heart tissue",loinc:lp408103-2,tissue velocity.e-wave.max | mitral valve lateral annulus | cardiac ultrasound,measurement,semantic match,baseline time,baseline time,continuous_variable,,float,continuous_variable,centimeter per second,float,"For harmonization, no transformation required."
tdielat_12,late',2000000019,37066259,icare:icv2000000019,"e lateral,doppler ultrasonography of heart tissue",loinc:lp408103-2,tissue velocity.e-wave.max | mitral valve lateral annulus | cardiac ultrasound,measurement,semantic match,baseline time,baseline time,continuous_variable,,float,continuous_variable,centimeter per second,float,"For harmonization, no transformation required."
